G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_11_508.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_11_508.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_11_508.jpg,-0.1,1,0,25.21523
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_11_576.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_11_576.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_11_576.jpg,-0.25,1,0,25.76237
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_11_647.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_11_647.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_11_647.jpg,-0.45,1,0,26.42059
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_11_722.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_11_722.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_11_722.jpg,-0.6000001,1,0,26.85539
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_11_797.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_11_797.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_11_797.jpg,-0.8000001,1,0,27.35468
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_11_864.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_11_864.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_11_864.jpg,0,1,0,27.95925
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_11_940.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_11_940.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_11_940.jpg,0,1,0,28.48153
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_009.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_009.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_009.jpg,0,1,0,29.20885
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_082.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_082.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_082.jpg,0,1,0,29.7567
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_154.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_154.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_154.jpg,0,1,0,30.19054
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_226.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_226.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_226.jpg,0,1,0,30.19032
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_297.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_297.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_297.jpg,0,1,0,30.19001
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_371.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_371.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_371.jpg,-0.05,1,0,30.1898
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_443.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_443.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_443.jpg,-0.25,1,0,30.17488
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_515.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_515.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_515.jpg,0,1,0,30.19076
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_586.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_586.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_586.jpg,0,1,0,30.19011
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_655.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_655.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_655.jpg,0,1,0,30.19023
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_726.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_726.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_726.jpg,0,1,0,30.19028
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_795.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_795.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_795.jpg,0,1,0,30.19046
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_865.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_865.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_865.jpg,-0.1,1,0,30.1879
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_12_933.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_12_933.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_12_933.jpg,-0.25,1,0,30.17507
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_002.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_002.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_002.jpg,-0.4,1,0,30.15764
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_072.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_072.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_072.jpg,0,1,0,30.18662
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_141.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_141.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_141.jpg,0,1,0,30.18932
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_211.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_211.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_211.jpg,0,1,0,30.19008
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_281.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_281.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_281.jpg,0,1,0,30.19024
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_353.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_353.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_353.jpg,0,1,0,30.19034
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_423.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_423.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_423.jpg,-0.2,1,0,30.18054
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_493.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_493.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_493.jpg,-0.35,1,0,30.16405
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_564.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_564.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_564.jpg,-0.5500001,1,0,30.13954
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_634.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_634.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_634.jpg,0,1,0,30.18427
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_704.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_704.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_704.jpg,0,1,0,30.18948
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_773.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_773.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_773.jpg,0,1,0,30.1901
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_840.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_840.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_840.jpg,0,1,0,30.19023
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_907.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_907.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_907.jpg,0,1,0,30.19029
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_13_982.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_13_982.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_13_982.jpg,0,1,0,30.19025
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_058.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_058.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_058.jpg,0,1,0,30.19028
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_129.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_129.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_129.jpg,-0.1,1,0,30.18774
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_196.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_196.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_196.jpg,-0.25,1,0,30.1748
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_266.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_266.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_266.jpg,0,1,0,30.19018
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_335.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_335.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_335.jpg,0,1,0,30.19048
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_404.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_404.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_404.jpg,0,1,0,30.19033
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_478.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_478.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_478.jpg,0,1,0,30.19031
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_552.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_552.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_552.jpg,-0.1,1,0,30.18823
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_627.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_627.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_627.jpg,-0.3,1,0,30.16959
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_696.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_696.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_696.jpg,-0.45,1,0,30.15168
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_766.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_766.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_766.jpg,0,1,0,30.18342
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_836.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_836.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_836.jpg,0,1,0,30.1877
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_905.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_905.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_905.jpg,0,1,0,30.18985
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_14_977.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_14_977.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_14_977.jpg,0,1,0,30.19016
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_15_045.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_15_045.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_15_045.jpg,0,1,0,30.19025
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_15_117.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_15_117.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_15_117.jpg,-0.05,1,0,30.1899
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_15_185.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_15_185.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_15_185.jpg,-0.25,1,0,30.17551
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_15_254.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_15_254.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_15_254.jpg,-0.4,1,0,30.15834
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_15_323.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_15_323.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_15_323.jpg,0,1,0,30.18773
G:\Programing\AI\Self_Driving\data\IMG\center_2020_08_01_10_57_15_392.jpg,G:\Programing\AI\Self_Driving\data\IMG\left_2020_08_01_10_57_15_392.jpg,G:\Programing\AI\Self_Driving\data\IMG\right_2020_08_01_10_57_15_392.jpg,0,1,0,30.1894
